"objectid","id","sensor_eui","zeitpunkt","temperature","humidity","latitude","longitude","noise","sit","geometry"
"59","133","0080E115003BC1DF","20220901051255","14.90","89.84","47.39255110","8.49118090","45","0","POINT (2679465.5 1249613.2)"
"60","134","0080E115003BC1DF","20220901044255","14.90","89.84","47.39255110","8.49118090","45","0","POINT (2679465.5 1249613.2)"
"61","135","0080E115003BC1DF","20220901041255","14.90","89.84","47.39255110","8.49118090","45","0","POINT (2679465.5 1249613.2)"
"62","136","0080E115003BC1DF","20220901034255","14.90","89.84","47.39255110","8.49118090","45","0","POINT (2679465.5 1249613.2)"
"321","29","0080E115003BC1DF","20220901010242","16.60","84.21","47.39245640","8.49122110","45","0","POINT (2679468.8 1249602.8)"
"322","30","0080E115003BC1DF","20220901003242","16.60","84.21","47.39245640","8.49122110","45","0","POINT (2679468.8 1249602.8)"
"323","31","0080E115003BC1DF","20220901000242","16.60","84.21","47.39245640","8.49122110","45","0","POINT (2679468.8 1249602.8)"
"324","32","0080E115003BC1DF","20220831233242","16.60","84.21","47.39245640","8.49122110","45","0","POINT (2679468.8 1249602.8)"
"913","621","0080E115003BC812","20221001015909","8.50","98.29","47.39244790","8.49130560","45","0","POINT (2679475 1249601.9)"
"914","622","0080E115003BC812","20221001012909","8.50","98.29","47.39244790","8.49130560","45","0","POINT (2679475 1249601.9)"
"915","623","0080E115003BC812","20221001005909","8.50","98.29","47.39244790","8.49130560","45","0","POINT (2679475 1249601.9)"
"916","624","0080E115003BC812","20221001002909","8.50","98.29","47.39244790","8.49130560","45","0","POINT (2679475 1249601.9)"
"2468","2541","0080E115003BCF64","20220903190639","21.63","68.65","47.39244220","8.49122080","45","0","POINT (2679468.8 1249601.1)"
"2469","2542","0080E115003BCF64","20220903183639","21.63","68.65","47.39244220","8.49122080","45","0","POINT (2679468.8 1249601.1)"
"2470","2543","0080E115003BCF64","20220903180639","21.63","68.65","47.39244220","8.49122080","45","0","POINT (2679468.8 1249601.1)"
"2471","2544","0080E115003BCF64","20220903173639","21.63","68.65","47.39244220","8.49122080","45","0","POINT (2679468.8 1249601.1)"
"2978","2689","0080E115003BC812","20221003015107","13.02","101.81","47.39242150","8.49129410","45","0","POINT (2679474.2 1249598.9)"
"2979","2690","0080E115003BC812","20221003012107","13.02","101.81","47.39242150","8.49129410","45","0","POINT (2679474.2 1249598.9)"
"2980","2691","0080E115003BC812","20221003005107","13.02","101.81","47.39242150","8.49129410","45","0","POINT (2679474.2 1249598.9)"
"2981","2692","0080E115003BC812","20221003002107","13.02","101.81","47.39242150","8.49129410","45","0","POINT (2679474.2 1249598.9)"
"3114","2825","0080E115003BC1DF","20221003082631","12.04","101.85","47.39243710","8.49097440","45","0","POINT (2679450 1249600.4)"
"3115","2826","0080E115003BC1DF","20221003075631","12.04","101.85","47.39243710","8.49097440","45","0","POINT (2679450 1249600.4)"
"3116","2827","0080E115003BC1DF","20221003072631","12.04","101.85","47.39243710","8.49097440","45","0","POINT (2679450 1249600.4)"
"3117","2828","0080E115003BC1DF","20221003065631","12.04","101.85","47.39243710","8.49097440","45","0","POINT (2679450 1249600.4)"
"4241","4241","0080E115003BC2AD","20220905184653","30.85","38.01","47.39263100","8.49145120","47","89","POINT (2679485.8 1249622.4)"
"4242","4242","0080E115003BC2AD","20220905181653","30.85","38.01","47.39263100","8.49145120","47","54","POINT (2679485.8 1249622.4)"
"4243","4243","0080E115003BC2AD","20220905174653","30.85","38.01","47.39263100","8.49145120","46","17","POINT (2679485.8 1249622.4)"
"4244","4244","0080E115003BC2AD","20220905171653","30.85","38.01","47.39263100","8.49145120","47","96","POINT (2679485.8 1249622.4)"
"4849","5149","0080E11500180306","20220907191520","24.11","48.84","47.39250610","8.49135510","45","0","POINT (2679478.8 1249608.4)"
"4850","5150","0080E11500180306","20220907184520","24.11","48.84","47.39250610","8.49135510","45","45","POINT (2679478.8 1249608.4)"
"4851","5151","0080E11500180306","20220907181520","24.11","48.84","47.39250610","8.49135510","45","56","POINT (2679478.8 1249608.4)"
"4852","5152","0080E11500180306","20220907174520","24.11","48.84","47.39250610","8.49135510","45","22","POINT (2679478.8 1249608.4)"
"5114","4833","0080E11500180306","20220907044006","17.47","96.64","47.39251810","8.49142390","45","0","POINT (2679484 1249609.8)"
"5115","4834","0080E11500180306","20220907041006","17.47","96.64","47.39251810","8.49142390","45","0","POINT (2679484 1249609.8)"
"5116","4835","0080E11500180306","20220907034006","17.47","96.64","47.39251810","8.49142390","45","0","POINT (2679484 1249609.8)"
"5117","4836","0080E11500180306","20220907031006","17.47","96.64","47.39251810","8.49142390","45","0","POINT (2679484 1249609.8)"
"5353","5361","0080E1150017F416","20220808164407","28.98","32.70","47.39248120","8.49096400","45","42","POINT (2679449.2 1249605.2)"
"5354","5362","0080E1150017F416","20220808161407","28.98","32.70","47.39248120","8.49096400","47","72","POINT (2679449.2 1249605.2)"
"5355","5363","0080E1150017F416","20220808154407","28.98","32.70","47.39248120","8.49096400","46","59","POINT (2679449.2 1249605.2)"
"5356","5364","0080E1150017F416","20220808151407","28.98","32.70","47.39248120","8.49096400","46","40","POINT (2679449.2 1249605.2)"
"5441","5449","0080E1150017F416","20220808230003","21.78","53.22","47.39244460","8.49105020","45","16","POINT (2679455.8 1249601.2)"
"5442","5450","0080E1150017F416","20220808223003","21.78","53.22","47.39244460","8.49105020","45","2","POINT (2679455.8 1249601.2)"
"5443","5451","0080E1150017F416","20220808220003","21.78","53.22","47.39244460","8.49105020","45","0","POINT (2679455.8 1249601.2)"
"5444","5452","0080E1150017F416","20220808213003","21.78","53.22","47.39244460","8.49105020","45","0","POINT (2679455.8 1249601.2)"
"5628","5709","0080E11500180306","20220908115947","21.13","60.00","47.39251900","8.49101850","45","0","POINT (2679453.2 1249609.5)"
"5629","5710","0080E11500180306","20220908112947","21.13","60.00","47.39251900","8.49101850","45","0","POINT (2679453.2 1249609.5)"
"5630","5711","0080E11500180306","20220908105947","21.13","60.00","47.39251900","8.49101850","45","0","POINT (2679453.2 1249609.5)"
"5631","5712","0080E11500180306","20220908102947","21.13","60.00","47.39251900","8.49101850","45","0","POINT (2679453.2 1249609.5)"
"5822","6121","0080E1150017F416","20220809113404","25.84","39.31","47.39248120","8.49110380","46","31","POINT (2679459.8 1249605.4)"
"5823","6122","0080E1150017F416","20220809110404","25.84","39.31","47.39248120","8.49110380","45","44","POINT (2679459.8 1249605.4)"
"5824","6123","0080E1150017F416","20220809103404","25.84","39.31","47.39248120","8.49110380","46","77","POINT (2679459.8 1249605.4)"
"5825","6124","0080E1150017F416","20220809100404","25.84","39.31","47.39248120","8.49110380","45","64","POINT (2679459.8 1249605.4)"
"5914","6213","0080E115003BB3B8","20220809175906","27.72","33.23","47.39254900","8.49108320","60","93","POINT (2679458.2 1249612.9)"
"5915","6214","0080E115003BB3B8","20220809172906","27.72","33.23","47.39254900","8.49108320","47","27","POINT (2679458.2 1249612.9)"
"5916","6215","0080E115003BB3B8","20220809165906","27.72","33.23","47.39254900","8.49108320","45","0","POINT (2679458.2 1249612.9)"
"5917","6216","0080E115003BB3B8","20220809162906","27.72","33.23","47.39254900","8.49108320","45","0","POINT (2679458.2 1249612.9)"
"5950","6249","0080E1150017F416","20220809195429","26.75","32.99","47.39245630","8.49108820","45","40","POINT (2679458.8 1249602.6)"
"5951","6250","0080E1150017F416","20220809192429","26.75","32.99","47.39245630","8.49108820","45","41","POINT (2679458.8 1249602.6)"
"5952","6251","0080E1150017F416","20220809185429","26.75","32.99","47.39245630","8.49108820","45","26","POINT (2679458.8 1249602.6)"
"5953","6252","0080E1150017F416","20220809182429","26.75","32.99","47.39245630","8.49108820","45","30","POINT (2679458.8 1249602.6)"
"5974","6273","0080E115003BB3B8","20220809200404","26.57","33.87","47.39243380","8.49123830","45","0","POINT (2679470 1249600.2)"
"5975","6274","0080E115003BB3B8","20220809193404","26.57","33.87","47.39243380","8.49123830","45","17","POINT (2679470 1249600.2)"
"5976","6275","0080E115003BB3B8","20220809190404","26.57","33.87","47.39243380","8.49123830","45","0","POINT (2679470 1249600.2)"
"5977","6276","0080E115003BB3B8","20220809183404","26.57","33.87","47.39243380","8.49123830","45","0","POINT (2679470 1249600.2)"
"6118","5837","0080E11500180306","20220908181520","21.61","52.22","47.39267570","8.49161900","45","6","POINT (2679498.5 1249627.5)"
"6119","5838","0080E11500180306","20220908174520","21.61","52.22","47.39267570","8.49161900","45","3","POINT (2679498.5 1249627.5)"
"6120","5839","0080E11500180306","20220908171520","21.61","52.22","47.39267570","8.49161900","45","3","POINT (2679498.5 1249627.5)"
"6121","5840","0080E11500180306","20220908164520","21.61","52.22","47.39267570","8.49161900","45","0","POINT (2679498.5 1249627.5)"
"6258","5977","0080E1150017F416","20220809010545","19.74","62.03","47.39243540","8.49100210","45","4","POINT (2679452.2 1249600.1)"
"6259","5978","0080E1150017F416","20220809003545","19.74","62.03","47.39243540","8.49100210","45","0","POINT (2679452.2 1249600.1)"
"6260","5979","0080E1150017F416","20220809000545","19.74","62.03","47.39243540","8.49100210","45","0","POINT (2679452.2 1249600.1)"
"6261","5980","0080E1150017F416","20220808233545","19.74","62.03","47.39243540","8.49100210","45","0","POINT (2679452.2 1249600.1)"
"6290","6009","0080E1150017F416","20220809031138","17.49","69.57","47.39242920","8.49097370","45","0","POINT (2679450 1249599.4)"
"6291","6010","0080E1150017F416","20220809024138","17.49","69.57","47.39242920","8.49097370","45","0","POINT (2679450 1249599.4)"
"6292","6011","0080E1150017F416","20220809021138","17.49","69.57","47.39242920","8.49097370","45","0","POINT (2679450 1249599.4)"
"6293","6012","0080E1150017F416","20220809014138","17.49","69.57","47.39242920","8.49097370","45","0","POINT (2679450 1249599.4)"
"6370","6093","0080E115003BCF64","20220809092827","30.90","32.76","47.39243070","8.49098250","46","67","POINT (2679450.8 1249599.6)"
"6371","6094","0080E115003BCF64","20220809085827","30.90","32.76","47.39243070","8.49098250","45","58","POINT (2679450.8 1249599.6)"
"6372","6095","0080E115003BCF64","20220809082827","30.90","32.76","47.39243070","8.49098250","46","54","POINT (2679450.8 1249599.6)"
"6373","6096","0080E115003BCF64","20220809075827","30.90","32.76","47.39243070","8.49098250","47","65","POINT (2679450.8 1249599.6)"
"6429","6441","0080E11500180306","20220909023711","14.99","84.27","47.39247420","8.49125430","45","0","POINT (2679471.2 1249604.8)"
"6430","6442","0080E11500180306","20220909020711","14.99","84.27","47.39247420","8.49125430","45","0","POINT (2679471.2 1249604.8)"
"6431","6443","0080E11500180306","20220909013711","14.99","84.27","47.39247420","8.49125430","45","0","POINT (2679471.2 1249604.8)"
"6432","6444","0080E11500180306","20220909010711","14.99","84.27","47.39247420","8.49125430","45","0","POINT (2679471.2 1249604.8)"
"6812","6901","0080E11500180306","20220909233136","15.89","70.89","47.39266530","8.49108170","45","16","POINT (2679457.8 1249625.8)"
"6813","6902","0080E11500180306","20220909230136","15.89","70.89","47.39266530","8.49108170","45","100","POINT (2679457.8 1249625.8)"
"6814","6903","0080E11500180306","20220909223136","15.89","70.89","47.39266530","8.49108170","45","20","POINT (2679457.8 1249625.8)"
"6815","6904","0080E11500180306","20220909220136","15.89","70.89","47.39266530","8.49108170","45","42","POINT (2679457.8 1249625.8)"
"7169","7477","0080E115003BB3B8","20220810210701","24.35","38.45","47.39249520","8.49128890","45","6","POINT (2679473.8 1249607.1)"
"7170","7478","0080E115003BB3B8","20220810203701","24.35","38.45","47.39249520","8.49128890","45","25","POINT (2679473.8 1249607.1)"
"7171","7479","0080E115003BB3B8","20220810200701","24.35","38.45","47.39249520","8.49128890","45","6","POINT (2679473.8 1249607.1)"
"7172","7480","0080E115003BB3B8","20220810193701","24.35","38.45","47.39249520","8.49128890","45","6","POINT (2679473.8 1249607.1)"
"7248","6973","0080E1150017F416","20220810021129","19.86","51.27","47.39245870","8.49100910","45","3","POINT (2679452.8 1249602.8)"
"7249","6974","0080E1150017F416","20220810014129","19.86","51.27","47.39245870","8.49100910","45","0","POINT (2679452.8 1249602.8)"
"7250","6975","0080E1150017F416","20220810011129","19.86","51.27","47.39245870","8.49100910","45","0","POINT (2679452.8 1249602.8)"
"7251","6976","0080E1150017F416","20220810004129","19.86","51.27","47.39245870","8.49100910","45","2","POINT (2679452.8 1249602.8)"
"7272","6997","0080E115003BB3B8","20220810022001","19.82","50.90","47.39242940","8.49098060","45","0","POINT (2679450.5 1249599.5)"
"7273","6998","0080E115003BB3B8","20220810015001","19.82","50.90","47.39242940","8.49098060","45","0","POINT (2679450.5 1249599.5)"
"7274","6999","0080E115003BB3B8","20220810012001","19.82","50.90","47.39242940","8.49098060","45","0","POINT (2679450.5 1249599.5)"
"7275","7000","0080E115003BB3B8","20220810005001","19.82","50.90","47.39242940","8.49098060","45","0","POINT (2679450.5 1249599.5)"
"7416","7141","0080E115003BB3B8","20220810083700","20.75","50.43","47.39243370","8.49125510","45","0","POINT (2679471.2 1249600.2)"
"7417","7142","0080E115003BB3B8","20220810080700","20.75","50.43","47.39243370","8.49125510","45","0","POINT (2679471.2 1249600.2)"
"7418","7143","0080E115003BB3B8","20220810073700","20.75","50.43","47.39243370","8.49125510","45","0","POINT (2679471.2 1249600.2)"
"7419","7144","0080E115003BB3B8","20220810070700","20.75","50.43","47.39243370","8.49125510","45","0","POINT (2679471.2 1249600.2)"
"7720","7809","0080E115003BC1DF","20220910111954","20.35","61.17","47.39264780","8.49128690","45","6","POINT (2679473.2 1249624)"
"7721","7810","0080E115003BC1DF","20220910104954","20.35","61.17","47.39264780","8.49128690","45","10","POINT (2679473.2 1249624)"
"7722","7811","0080E115003BC1DF","20220910101954","20.35","61.17","47.39264780","8.49128690","45","4","POINT (2679473.2 1249624)"
"7723","7812","0080E115003BC1DF","20220910094954","20.35","61.17","47.39264780","8.49128690","45","0","POINT (2679473.2 1249624)"
"8001","8309","0080E115003BC9A9","20220811080822","26.31","34.42","47.39244270","8.49123660","45","0","POINT (2679470 1249601.2)"
"8002","8310","0080E115003BC9A9","20220811073822","26.31","34.42","47.39244270","8.49123660","45","0","POINT (2679470 1249601.2)"
"8003","8311","0080E115003BC9A9","20220811070822","26.31","34.42","47.39244270","8.49123660","45","0","POINT (2679470 1249601.2)"
"8004","8312","0080E115003BC9A9","20220811063822","26.31","34.42","47.39244270","8.49123660","45","0","POINT (2679470 1249601.2)"
"8468","8193","0080E115003BC9A9","20220811035653","17.55","55.82","47.39247280","8.49125080","45","0","POINT (2679471 1249604.5)"
"9277","16373","0080E11500180306","20220818235709","17.37","96.87","47.39242700","8.49101480","45","0","POINT (2679453.2 1249599.2)"
"9278","16374","0080E11500180306","20220818232709","17.37","96.87","47.39242700","8.49101480","45","0","POINT (2679453.2 1249599.2)"
"9280","16376","0080E11500180306","20220818222709","17.37","96.87","47.39242700","8.49101480","45","0","POINT (2679453.2 1249599.2)"
"9480","16073","0080E115003BC2AD","20220818112911","28.37","73.92","47.39246910","8.49114030","45","0","POINT (2679462.5 1249604)"
"9481","16074","0080E115003BC2AD","20220818105911","28.37","73.92","47.39246910","8.49114030","45","0","POINT (2679462.5 1249604)"
"9482","16075","0080E115003BC2AD","20220818102911","28.37","73.92","47.39246910","8.49114030","45","0","POINT (2679462.5 1249604)"
"9483","16076","0080E115003BC2AD","20220818095911","28.37","73.92","47.39246910","8.49114030","45","0","POINT (2679462.5 1249604)"
"9701","14213","0080E115003BC812","20220816172129","28.94","33.80","47.39256620","8.49118160","46","0","POINT (2679465.5 1249614.9)"
"10098","16554","0080E115003BC812","20220918081243","13.68","66.51","47.39256310","8.49104360","45","0","POINT (2679455.2 1249614.4)"
"10100","16556","0080E115003BC812","20220918071243","13.68","66.51","47.39256310","8.49104360","45","0","POINT (2679455.2 1249614.4)"
"11070","13493","0080E115003BC812","20220915093814","17.60","86.60","47.39261490","8.49127490","45","0","POINT (2679472.5 1249620.4)"
"11072","13495","0080E115003BC812","20220915083814","17.60","86.60","47.39261490","8.49127490","45","35","POINT (2679472.5 1249620.4)"
"11073","13496","0080E115003BC812","20220915080814","17.60","86.60","47.39261490","8.49127490","45","0","POINT (2679472.5 1249620.4)"
"11331","13538","0080E115003BC1DF","20220915111032","17.20","91.02","47.39254980","8.49104420","45","0","POINT (2679455.2 1249612.9)"
"11332","13539","0080E115003BC1DF","20220915104032","17.20","91.02","47.39254980","8.49104420","45","0","POINT (2679455.2 1249612.9)"
"11333","13540","0080E115003BC1DF","20220915101032","17.20","91.02","47.39254980","8.49104420","45","0","POINT (2679455.2 1249612.9)"
"11570","16950","0080E115003BC2AD","20220819033834","17.32","101.66","47.39244260","8.49117710","45","0","POINT (2679465.5 1249601.1)"
"11571","16951","0080E115003BC2AD","20220819030834","17.32","101.66","47.39244260","8.49117710","45","0","POINT (2679465.5 1249601.1)"
"11902","13681","0080E115003BC1DF","20220915175426","17.74","93.45","47.39245910","8.49147880","45","7","POINT (2679488.2 1249603.2)"
"11903","13682","0080E115003BC1DF","20220915172426","17.74","93.45","47.39245910","8.49147880","45","0","POINT (2679488.2 1249603.2)"
"11904","13683","0080E115003BC1DF","20220915165426","17.74","93.45","47.39245910","8.49147880","45","0","POINT (2679488.2 1249603.2)"
"11905","13684","0080E115003BC1DF","20220915162426","17.74","93.45","47.39245910","8.49147880","45","0","POINT (2679488.2 1249603.2)"
"13400","9481","0080E115003BC1DF","20220812062225","17.41","56.22","47.39257190","8.49135340","45","0","POINT (2679478.5 1249615.6)"
"13401","9482","0080E115003BC1DF","20220812055225","17.41","56.22","47.39257190","8.49135340","45","0","POINT (2679478.5 1249615.6)"
"13402","9483","0080E115003BC1DF","20220812052225","17.41","56.22","47.39257190","8.49135340","45","0","POINT (2679478.5 1249615.6)"
"13403","9484","0080E115003BC1DF","20220812045225","17.41","56.22","47.39257190","8.49135340","45","0","POINT (2679478.5 1249615.6)"
"13409","9490","0080E115003BC812","20220812060819","17.65","54.82","47.39266610","8.49099260","45","0","POINT (2679451 1249625.8)"
"13410","9491","0080E115003BC812","20220812053819","17.65","54.82","47.39266610","8.49099260","45","0","POINT (2679451 1249625.8)"
"14292","9733","0080E115003BC9A9","20220812152621","29.49","23.52","47.39247590","8.49102580","45","67","POINT (2679454 1249604.6)"
"14569","9793","0080E115003BC9A9","20220812173121","26.96","25.77","47.39253460","8.49111530","45","0","POINT (2679460.5 1249611.2)"
"14570","9794","0080E115003BC9A9","20220812170121","26.96","25.77","47.39253460","8.49111530","45","0","POINT (2679460.5 1249611.2)"
"14571","9795","0080E115003BC9A9","20220812163121","26.96","25.77","47.39253460","8.49111530","45","0","POINT (2679460.5 1249611.2)"
"14572","9796","0080E115003BC9A9","20220812160121","26.96","25.77","47.39253460","8.49111530","45","0","POINT (2679460.5 1249611.2)"
"14920","11009","0080E115003BB3B8","20220813175809","27.47","28.16","47.39243850","8.49096280","45","0","POINT (2679449.2 1249600.5)"
"14921","11010","0080E115003BB3B8","20220813172809","27.47","28.16","47.39243850","8.49096280","45","15","POINT (2679449.2 1249600.5)"
"14922","11011","0080E115003BB3B8","20220813165809","27.47","28.16","47.39243850","8.49096280","45","11","POINT (2679449.2 1249600.5)"
"14923","11012","0080E115003BB3B8","20220813162809","27.47","28.16","47.39243850","8.49096280","45","0","POINT (2679449.2 1249600.5)"
"15399","8882","0080E11500180306","20220911041944","15.04","78.94","47.39258250","8.49130810","45","0","POINT (2679475 1249616.9)"
"15545","12282","0080E115003BC812","20220914015133","21.03","76.33","47.39250950","8.49117750","45","0","POINT (2679465.2 1249608.6)"
"15546","12283","0080E115003BC812","20220914012133","21.03","76.33","47.39250950","8.49117750","45","0","POINT (2679465.2 1249608.6)"
"15547","12284","0080E115003BC812","20220914005133","21.03","76.33","47.39250950","8.49117750","45","0","POINT (2679465.2 1249608.6)"
"15617","8883","0080E11500180306","20220911034944","15.04","78.94","47.39258250","8.49130810","45","0","POINT (2679475 1249616.9)"
"15618","8884","0080E11500180306","20220911031944","15.04","78.94","47.39258250","8.49130810","45","0","POINT (2679475 1249616.9)"
"15805","11245","0080E115003BC812","20220913032611","14.46","86.04","47.39242640","8.49137960","45","0","POINT (2679480.8 1249599.5)"
"15806","11246","0080E115003BC812","20220913025611","14.46","86.04","47.39242640","8.49137960","45","0","POINT (2679480.8 1249599.5)"
"15807","11247","0080E115003BC812","20220913022611","14.46","86.04","47.39242640","8.49137960","45","0","POINT (2679480.8 1249599.5)"
"15808","11248","0080E115003BC812","20220913015611","14.46","86.04","47.39242640","8.49137960","45","0","POINT (2679480.8 1249599.5)"
"15939","8989","0080E115003BC812","20220911094131","15.54","82.53","47.39245500","8.49097180","45","0","POINT (2679449.8 1249602.2)"
"15940","8990","0080E115003BC812","20220911091131","15.54","82.53","47.39245500","8.49097180","45","0","POINT (2679449.8 1249602.2)"
"15941","8991","0080E115003BC812","20220911084131","15.54","82.53","47.39245500","8.49097180","45","0","POINT (2679449.8 1249602.2)"
"15942","8992","0080E115003BC812","20220911081131","15.54","82.53","47.39245500","8.49097180","45","0","POINT (2679449.8 1249602.2)"
"15975","9025","0080E11500180306","20220911110636","25.34","45.35","47.39251800","8.49137430","45","0","POINT (2679480.2 1249609.8)"
"15976","9026","0080E11500180306","20220911103636","25.34","45.35","47.39251800","8.49137430","45","0","POINT (2679480.2 1249609.8)"
"15977","9027","0080E11500180306","20220911100636","25.34","45.35","47.39251800","8.49137430","45","0","POINT (2679480.2 1249609.8)"
"15978","9028","0080E11500180306","20220911093636","25.34","45.35","47.39251800","8.49137430","45","0","POINT (2679480.2 1249609.8)"
"16014","10157","0080E11500180306","20220912080137","12.71","91.19","47.39251340","8.49112900","45","0","POINT (2679461.8 1249609)"
"16015","10158","0080E11500180306","20220912073137","12.71","91.19","47.39251340","8.49112900","45","6","POINT (2679461.8 1249609)"
"16016","10159","0080E11500180306","20220912070137","12.71","91.19","47.39251340","8.49112900","45","0","POINT (2679461.8 1249609)"
"16017","10160","0080E11500180306","20220912063137","12.71","91.19","47.39251340","8.49112900","45","0","POINT (2679461.8 1249609)"
"16167","12470","0080E115003BC1DF","20220914101601","23.12","67.73","47.39263820","8.49124050","45","13","POINT (2679470 1249623)"
"16169","12472","0080E115003BC1DF","20220914091601","23.12","67.73","47.39263820","8.49124050","45","0","POINT (2679470 1249623)"
"16551","9169","0080E11500180306","20220911172200","21.32","46.80","47.39261860","8.49125140","45","0","POINT (2679470.8 1249620.8)"
"16552","9170","0080E11500180306","20220911165200","21.32","46.80","47.39261860","8.49125140","45","49","POINT (2679470.8 1249620.8)"
"16554","9172","0080E11500180306","20220911155200","21.32","46.80","47.39261860","8.49125140","45","0","POINT (2679470.8 1249620.8)"
"16759","12629","0080E115003BCF64","20220914181703","-100.00","-100.01","47.39265890","8.49130390","55","18","POINT (2679474.8 1249625.2)"
"16761","12631","0080E115003BCF64","20220914171703","-100.00","-100.01","47.39265890","8.49130390","57","69","POINT (2679474.8 1249625.2)"
"16762","12632","0080E115003BCF64","20220914164703","-100.00","-100.01","47.39265890","8.49130390","54","56","POINT (2679474.8 1249625.2)"
"16984","11557","0080E115003BC812","20220913180126","26.15","60.32","47.39249620","8.49137190","45","0","POINT (2679480 1249607.2)"
"16985","11558","0080E115003BC812","20220913173126","26.15","60.32","47.39249620","8.49137190","45","41","POINT (2679480 1249607.2)"
"16986","11559","0080E115003BC812","20220913170126","26.15","60.32","47.39249620","8.49137190","45","0","POINT (2679480 1249607.2)"
"16987","11560","0080E115003BC812","20220913163126","26.15","60.32","47.39249620","8.49137190","45","0","POINT (2679480 1249607.2)"
"17438","10497","0080E115003BC1DF","20220912233058","16.47","78.24","47.39261330","8.49110170","45","0","POINT (2679459.5 1249620)"
"18119","26521","0080E115003BC2AD","20220828105226","19.14","87.04","47.39247900","8.49135400","45","0","POINT (2679478.8 1249605.4)"
"18120","26522","0080E115003BC2AD","20220828102226","19.14","87.04","47.39247900","8.49135400","45","0","POINT (2679478.8 1249605.4)"
"18121","26523","0080E115003BC2AD","20220828095226","19.14","87.04","47.39247900","8.49135400","45","0","POINT (2679478.8 1249605.4)"
"18122","26524","0080E115003BC2AD","20220828092226","19.14","87.04","47.39247900","8.49135400","46","0","POINT (2679478.8 1249605.4)"
"18601","25491","0080E115003BC2AD","20220827105744","20.13","82.50","47.39253470","8.49107300","46","0","POINT (2679457.5 1249611.2)"
"18602","25492","0080E115003BC2AD","20220827102744","20.13","82.50","47.39253470","8.49107300","45","0","POINT (2679457.5 1249611.2)"
"18667","26709","0080E115003BC2AD","20220828191118","24.51","57.93","47.39257640","8.49157520","45","27","POINT (2679495.2 1249616.4)"
"18668","26710","0080E115003BC2AD","20220828184118","24.51","57.93","47.39257640","8.49157520","45","6","POINT (2679495.2 1249616.4)"
"18669","26711","0080E115003BC2AD","20220828181118","24.51","57.93","47.39257640","8.49157520","46","18","POINT (2679495.2 1249616.4)"
"18670","26712","0080E115003BC2AD","20220828174118","24.51","57.93","47.39257640","8.49157520","47","20","POINT (2679495.2 1249616.4)"
"20013","25822","0080E115003BC2AD","20220927010706","10.85","87.95","47.39250580","8.49106760","46","73","POINT (2679457 1249608)"
"20015","25824","0080E115003BC2AD","20220927000706","10.85","87.95","47.39250580","8.49106760","45","0","POINT (2679457 1249608)"
"20360","25953","0080E115003BC812","20220927081037","9.03","100.70","47.39246150","8.49121630","45","0","POINT (2679468.2 1249603.2)"
"21980","24838","0080E115003BC812","20220926043045","10.76","102.17","47.39258880","8.49110840","45","0","POINT (2679460 1249617.4)"
"21982","24840","0080E115003BC812","20220926033045","10.76","102.17","47.39258880","8.49110840","45","0","POINT (2679460 1249617.4)"
"23258","22225","0080E115003BC1DF","20220824055542","15.16","78.06","47.39243380","8.49145780","45","0","POINT (2679486.5 1249600.4)"
"23259","22226","0080E115003BC1DF","20220824052542","15.16","78.06","47.39243380","8.49145780","45","0","POINT (2679486.5 1249600.4)"
"23260","22227","0080E115003BC1DF","20220824045542","15.16","78.06","47.39243380","8.49145780","45","0","POINT (2679486.5 1249600.4)"
"23261","22228","0080E115003BC1DF","20220824042542","15.16","78.06","47.39243380","8.49145780","45","0","POINT (2679486.5 1249600.4)"
"23713","20015","0080E115003BC2AD","20220821233816","18.90","71.86","47.39242850","8.49100250","45","0","POINT (2679452.2 1249599.4)"
"23714","20016","0080E115003BC2AD","20220821230816","18.90","71.86","47.39242850","8.49100250","45","0","POINT (2679452.2 1249599.4)"
"24027","20113","0080E115003BC2AD","20220822044740","16.33","86.83","47.39258640","8.49115770","45","0","POINT (2679463.8 1249617.1)"
"24028","20114","0080E115003BC2AD","20220822041740","16.33","86.83","47.39258640","8.49115770","45","0","POINT (2679463.8 1249617.1)"
"24029","20115","0080E115003BC2AD","20220822034740","16.33","86.83","47.39258640","8.49115770","45","0","POINT (2679463.8 1249617.1)"
"24030","20116","0080E115003BC2AD","20220822031740","16.33","86.83","47.39258640","8.49115770","45","0","POINT (2679463.8 1249617.1)"
"24340","21294","0080E115003BCA25","20220823100337","20.73","60.28","47.39248450","8.49116750","45","0","POINT (2679464.5 1249605.8)"
"24867","20309","0080E115003BC2AD","20220822130551","26.08","40.21","47.39242270","8.49095000","45","0","POINT (2679448.2 1249598.8)"
"24868","20310","0080E115003BC2AD","20220822123551","26.08","40.21","47.39242270","8.49095000","45","6","POINT (2679448.2 1249598.8)"
"24869","20311","0080E115003BC2AD","20220822120551","26.08","40.21","47.39242270","8.49095000","46","21","POINT (2679448.2 1249598.8)"
"24870","20312","0080E115003BC2AD","20220822113551","26.08","40.21","47.39242270","8.49095000","49","27","POINT (2679448.2 1249598.8)"
"24923","21445","0080E115003BCA25","20220823164931","26.18","32.20","47.39253210","8.49137790","45","0","POINT (2679480.5 1249611.2)"
"24924","21446","0080E115003BCA25","20220823161931","26.18","32.20","47.39253210","8.49137790","45","0","POINT (2679480.5 1249611.2)"
