Abstimmungs_Datum,Nr_Politische_Ebene,Name_Politische_Ebene,Abstimmungs_Text,Nr_Resultat_Gebiet,Name_Resultat_Gebiet,Nr_Wahlkreis_StZH,Name_Wahlkreis_StZH,Stimmberechtigt,Ja_Absolut,Nein_Absolut,Stimmbeteiligung_Prozent,Ja_Prozent,Nein_Prozent,Staende_Ja,Staende_Nein
2/20/1994,1,Eidgenossenschaft,Bundesbeschluss über die Weiterführung der Nationalstrassenabgabe,3,Stadt Zürich,,,,77697,15972,41.9,82.9,17.1,,
2/20/1994,1,Eidgenossenschaft,Bundesbeschluss über die Weiterführung der Schwerverkehrsabgabe,1,Eidgenossenschaft,,,4563421,1324242,509222,40.8,72.2,27.8,23    ,0
2/20/1994,1,Eidgenossenschaft,Bundesbeschluss über die Weiterführung der Schwerverkehrsabgabe,2,Kanton Zürich,,,,272094,68490,44.9,79.9,20.1,,
2/20/1994,1,Eidgenossenschaft,Bundesbeschluss über die Weiterführung der Schwerverkehrsabgabe,3,Stadt Zürich,,,,82461,11221,41.9,88,12,,
2/20/1994,1,Eidgenossenschaft,Eidgenössische Volksinitiative 'zum Schutze des Alpengebietes vor dem Transitverkehr',1,Eidgenossenschaft,,,4563421,954491,884362,40.9,51.9,48.1,16    ,7
2/20/1994,1,Eidgenossenschaft,Eidgenössische Volksinitiative 'zum Schutze des Alpengebietes vor dem Transitverkehr',2,Kanton Zürich,,,,189299,151826,44.9,55.5,44.5,,
2/20/1994,1,Eidgenossenschaft,Eidgenössische Volksinitiative 'zum Schutze des Alpengebietes vor dem Transitverkehr',3,Stadt Zürich,,,,58490,35350,41.9,62.3,37.7,,
2/20/1994,1,Eidgenossenschaft,Bundesbeschluss über die Einführung einer leistungs- oder verbrauchsabhängigen Schwerverkehrsabgabe,1,Eidgenossenschaft,,,4563421,1221630,597911,40.8,67.1,32.9,21    ,2
2/20/1994,1,Eidgenossenschaft,Bundesbeschluss über die Einführung einer leistungs- oder verbrauchsabhängigen Schwerverkehrsabgabe,2,Kanton Zürich,,,,253716,84126,44.8,75.1,24.9,,
2/20/1994,1,Eidgenossenschaft,Bundesbeschluss über die Einführung einer leistungs- oder verbrauchsabhängigen Schwerverkehrsabgabe,3,Stadt Zürich,,,,77982,15060,41.9,83.8,16.2,,
2/20/1994,1,Eidgenossenschaft,"Luftfahrtgesetz (LFG), Aenderung vom 18. Juni 1993",1,Eidgenossenschaft,,,4563421,1081844,689715,40.7,61.1,38.9,,
2/20/1994,1,Eidgenossenschaft,"Luftfahrtgesetz (LFG), Aenderung vom 18. Juni 1993",2,Kanton Zürich,,,,196498,131116,44.6,60,40,,
2/20/1994,1,Eidgenossenschaft,"Luftfahrtgesetz (LFG), Aenderung vom 18. Juni 1993",3,Stadt Zürich,,,,50901,38527,41.5,56.9,43.1,,
2/20/1994,2,Kanton Zürich,Einführungsgesetz zu den Bundesgesetzen über die Alters- und Hinterlassenenversicherung und die Invalidenversicherung  (Einführungsgesetz AHVG/IVG),2,Kanton Zürich,,,,278819,34385,43.7,89,11,,
2/20/1994,2,Kanton Zürich,Einführungsgesetz zu den Bundesgesetzen über die Alters- und Hinterlassenenversicherung und die Invalidenversicherung  (Einführungsgesetz AHVG/IVG),3,Stadt Zürich,,,,80559,6051,41,93,7,,
2/20/1994,2,Kanton Zürich,Volksinitiative zum Schutz vor ungerechtfertigten Mietzinserhöhungen bei Mieterwechsel (Einführung der Formularpflicht,2,Kanton Zürich,,,,173619,155281,44.2,52.8,47.2,,
2/20/1994,2,Kanton Zürich,Volksinitiative zum Schutz vor ungerechtfertigten Mietzinserhöhungen bei Mieterwechsel (Einführung der Formularpflicht,3,Stadt Zürich,,,,58888,31740,41.3,65,35,,
2/20/1994,2,Kanton Zürich,"Einzelinitiative Josef Estermann, Zürich, betreffend Ausgleich von Planungswerten",2,Kanton Zürich,,,,99105,199632,43.3,33.2,66.8,,
2/20/1994,2,Kanton Zürich,"Einzelinitiative Josef Estermann, Zürich, betreffend Ausgleich von Planungswerten",3,Stadt Zürich,,,,39391,43244,40.6,47.7,52.3,,
2/20/1994,3,Stadt Zürich,Beschäftigung und Förderung der beruflichen und sozialen Integration von Lanzeitarbeitslosen im Rahmen der kommunalen Sozialhilfe,3,Stadt Zürich,,,,79171,9678,40.9,89.1,10.9,,
2/20/1994,3,Stadt Zürich,"Verkauf von Industrieland an der Riedstrasse, Stadt Dietikon (14,191 Mio.)",3,Stadt Zürich,,,,72848,10844,40.5,87,13,,
11/28/1993,1,Eidgenossenschaft,Bundesbeschluss über besondere Verbrauchssteuern,1,Eidgenossenschaft,,,4565751,1212002,786396,45.4,60.6,39.4,20    ,3
11/28/1993,1,Eidgenossenschaft,Bundesbeschluss über besondere Verbrauchssteuern,2,Kanton Zürich,,,,245867,111047,48.3,68.9,31.1,,
11/28/1993,1,Eidgenossenschaft,Bundesbeschluss über besondere Verbrauchssteuern,3,Stadt Zürich,,,,73043,27324,46.1,72.8,27.2,,
11/28/1993,1,Eidgenossenschaft,Eidgenössische Volksinitiative 'zur Verminderung der Tabakprobleme',1,Eidgenossenschaft,,,4565751,521433,1521885,45.5,25.5,74.5,0,23    
11/28/1993,1,Eidgenossenschaft,Eidgenössische Volksinitiative 'zur Verminderung der Tabakprobleme',2,Kanton Zürich,,,,114419,252030,48.5,31.2,68.8,,
11/28/1993,1,Eidgenossenschaft,Eidgenössische Volksinitiative 'zur Verminderung der Tabakprobleme',3,Stadt Zürich,,,,37171,65131,46.2,36.3,63.7,,
11/28/1993,1,Eidgenossenschaft,Bundesbeschluss über einen Beitrag zur Gesundung der Bundesfinanzen,1,Eidgenossenschaft,,,4565751,1163887,852439,45.4,57.7,42.3,18    ,5
11/28/1993,1,Eidgenossenschaft,Bundesbeschluss über einen Beitrag zur Gesundung der Bundesfinanzen,2,Kanton Zürich,,,,238956,121105,48.2,66.4,33.6,,
11/28/1993,1,Eidgenossenschaft,Bundesbeschluss über einen Beitrag zur Gesundung der Bundesfinanzen,3,Stadt Zürich,,,,71679,29182,45.8,71.1,28.9,,
11/28/1993,1,Eidgenossenschaft,Eidgenössische Volksinitiative 'zur Verminderung der Alkoholprobleme',1,Eidgenossenschaft,,,4565751,516054,1527165,45.5,25.3,74.7,0,23    
11/28/1993,1,Eidgenossenschaft,Eidgenössische Volksinitiative 'zur Verminderung der Alkoholprobleme',2,Kanton Zürich,,,,112248,254025,48.5,30.6,69.4,,
11/28/1993,1,Eidgenossenschaft,Eidgenössische Volksinitiative 'zur Verminderung der Alkoholprobleme',3,Stadt Zürich,,,,36718,65658,46.2,35.9,64.1,,
11/28/1993,1,Eidgenossenschaft,Bundesbeschluss über die Finanzordnung,1,Eidgenossenschaft,,,4565751,1347400,674031,45.4,66.7,33.3,22    ,1
11/28/1993,1,Eidgenossenschaft,Bundesbeschluss über die Finanzordnung,2,Kanton Zürich,,,,267737,92874,48.3,74.2,25.8,,
11/28/1993,1,Eidgenossenschaft,Bundesbeschluss über die Finanzordnung,3,Stadt Zürich,,,,76655,24457,46,75.8,24.2,,
11/28/1993,1,Eidgenossenschaft,Bundesbeschluss über Massnahmen zur Erhaltung der Sozialversicherung,1,Eidgenossenschaft,,,4565751,1258782,752472,45.4,62.6,37.4,22    ,1
11/28/1993,1,Eidgenossenschaft,Bundesbeschluss über Massnahmen zur Erhaltung der Sozialversicherung,2,Kanton Zürich,,,,253715,105233,48.2,70.7,29.3,,
11/28/1993,1,Eidgenossenschaft,Bundesbeschluss über Massnahmen zur Erhaltung der Sozialversicherung,3,Stadt Zürich,,,,77747,23204,46,77,23,,
11/28/1993,2,Kanton Zürich,"Beschluss des Kantonsrates über die Bewilligung eines Kredites für die Teilsanierung Universitätsspital Zürich (Notfallstation, Patientenaufnahme, Wäschezentrale und Nebenräume) (64,9 Mio.)",2,Kanton Zürich,,,,268194,83622,47.7,76.2,23.8,,
11/28/1993,2,Kanton Zürich,"Beschluss des Kantonsrates über die Bewilligung eines Kredites für die Teilsanierung Universitätsspital Zürich (Notfallstation, Patientenaufnahme, Wäschezentrale und Nebenräume) (64,9 Mio.)",3,Stadt Zürich,,,,78676,19839,45.7,79.9,20.1,,
11/28/1993,2,Kanton Zürich,"Einzelinitiative Marlies Stopper-Weder, Uster, betreffend Kantonalisierung des Kindergartens",2,Kanton Zürich,,,,142984,193048,47.3,42.6,57.4,,
11/28/1993,2,Kanton Zürich,"Einzelinitiative Marlies Stopper-Weder, Uster, betreffend Kantonalisierung des Kindergartens",3,Stadt Zürich,,,,45221,46907,45.1,49.1,50.9,,
11/28/1993,2,Kanton Zürich,"c) Stichfrage zu a) und b); Vorlage  Stadt Zürich a): 28'993,  b): 49'383  Kanton:  a):102'597,  b):184'322",2,Kanton Zürich,,,,102597,184322,46.2,35.8,64.2,,
11/28/1993,2,Kanton Zürich,"c) Stichfrage zu a) und b); Vorlage  Stadt Zürich a): 28'993,  b): 49'383  Kanton:  a):102'597,  b):184'322",3,Stadt Zürich,,,,28993,49383,44.5,37,63,,
11/28/1993,2,Kanton Zürich,b) Gegenvorschlag des Kantonsrates betreffend Liberalisierung der Ladenöffnungszeiten (Gesetz über die öffentlichen Ruhetage und über die Verkaufszeit im Detailhandel,2,Kanton Zürich,,,,165698,149494,47.1,52.6,47.4,,
11/28/1993,2,Kanton Zürich,b) Gegenvorschlag des Kantonsrates betreffend Liberalisierung der Ladenöffnungszeiten (Gesetz über die öffentlichen Ruhetage und über die Verkaufszeit im Detailhandel,3,Stadt Zürich,,,,43525,44807,45.1,49.3,50.7,,
11/28/1993,2,Kanton Zürich,"a) Einzelinitiative Christian Siegfried, Küsnacht, betreffend Liberalisierung der Ladenöffnungszeiten",2,Kanton Zürich,,,,118125,208876,47.1,36.1,63.9,,
11/28/1993,2,Kanton Zürich,"a) Einzelinitiative Christian Siegfried, Küsnacht, betreffend Liberalisierung der Ladenöffnungszeiten",3,Stadt Zürich,,,,33583,58018,45.1,36.7,63.3,,
11/28/1993,2,Kanton Zürich,Änderung des Wahlgesetzes,2,Kanton Zürich,,,,245146,73387,47,77,23,,
11/28/1993,2,Kanton Zürich,Änderung des Wahlgesetzes,3,Stadt Zürich,,,,70961,17699,44.9,80,20,,
11/28/1993,2,Kanton Zürich,"Einzelinitiative Marcel Achermann, Dietikon, betreffend Unterstellung der Videotheken unter die Ladenschlussvorschriften des Ruhetags- und Ladenschlussgesetzes",2,Kanton Zürich,,,,158252,182560,47.7,46.4,53.6,,
11/28/1993,2,Kanton Zürich,"Einzelinitiative Marcel Achermann, Dietikon, betreffend Unterstellung der Videotheken unter die Ladenschlussvorschriften des Ruhetags- und Ladenschlussgesetzes",3,Stadt Zürich,,,,52650,42464,45.2,55.4,44.6,,
11/28/1993,3,Stadt Zürich,"Quartier-, und Gewerbezentrum Seebach auf dem Gauss-Stierli Areal,  Privater Gestaltungsplan",3,Stadt Zürich,,,,60312,3233,45,94.9,5.1,,
11/28/1993,3,Stadt Zürich,"Theaterhaus Gessnerallee: Jährlicher Beitrag von 1,531 Mio. Franken und Objektkredit von 11,890 Mio. Franken für den Erwerb, die Sanierung und die Einrichtung der Liegenschaft Gessnerallee",3,Stadt Zürich,,,,52678,47141,45.7,52.8,47.2,,
9/26/1993,1,Eidgenossenschaft,Bundesbeschluss über Massnahmen in der Arbeitslosenversicherung,1,Eidgenossenschaft,,,4553754,1225069,515113,39.7,70.4,29.6,,
9/26/1993,1,Eidgenossenschaft,Bundesbeschluss über Massnahmen in der Arbeitslosenversicherung,2,Kanton Zürich,,,,246386,95467,46.6,72.1,27.9,,
9/26/1993,1,Eidgenossenschaft,Bundesbeschluss über Massnahmen in der Arbeitslosenversicherung,3,Stadt Zürich,,,,71397,26595,45.3,72.9,27.1,,
9/26/1993,1,Eidgenossenschaft,Bundesbeschluss über den Anschluss des bernischen Amtsbezirks Laufen an den Kanton Basel-Landschaft,1,Eidgenossenschaft,,,4553754,1188941,392893,39.5,75.2,24.8,23    ,0
9/26/1993,1,Eidgenossenschaft,Bundesbeschluss über den Anschluss des bernischen Amtsbezirks Laufen an den Kanton Basel-Landschaft,2,Kanton Zürich,,,,235825,62409,45.9,79.1,20.9,,
9/26/1993,1,Eidgenossenschaft,Bundesbeschluss über den Anschluss des bernischen Amtsbezirks Laufen an den Kanton Basel-Landschaft,3,Stadt Zürich,,,,69325,16044,44.2,81.2,18.8,,
9/26/1993,1,Eidgenossenschaft,Bundesbeschluss über befristete Massnahmen gegen die Kostensteigerung in der Krankenversicherung,1,Eidgenossenschaft,,,4553754,1416209,342002,39.8,80.5,19.5,,
9/26/1993,1,Eidgenossenschaft,Bundesbeschluss über befristete Massnahmen gegen die Kostensteigerung in der Krankenversicherung,2,Kanton Zürich,,,,295138,51453,46.7,85.2,14.8,,
9/26/1993,1,Eidgenossenschaft,Bundesbeschluss über befristete Massnahmen gegen die Kostensteigerung in der Krankenversicherung,3,Stadt Zürich,,,,84903,14592,45.5,85.3,14.7,,
9/26/1993,1,Eidgenossenschaft,Eidgenössische Volksinitiative 'für einen arbeitsfreien Bundesfeiertag (1. August-Initiative)',1,Eidgenossenschaft,,,4553754,1492285,289122,39.9,83.8,16.2,23    ,0
9/26/1993,1,Eidgenossenschaft,Eidgenössische Volksinitiative 'für einen arbeitsfreien Bundesfeiertag (1. August-Initiative)',2,Kanton Zürich,,,,315657,38552,47,89.1,10.9,,
9/26/1993,1,Eidgenossenschaft,Eidgenössische Volksinitiative 'für einen arbeitsfreien Bundesfeiertag (1. August-Initiative)',3,Stadt Zürich,,,,90588,10790,45.6,89.4,10.6,,
9/26/1993,1,Eidgenossenschaft,Bundesbeschluss gegen den Waffenmissbrauch,1,Eidgenossenschaft,,,4553754,1539782,245026,39.8,86.3,13.7,23    ,0
9/26/1993,1,Eidgenossenschaft,Bundesbeschluss gegen den Waffenmissbrauch,2,Kanton Zürich,,,,313015,41475,46.9,88.3,11.7,,
9/26/1993,1,Eidgenossenschaft,Bundesbeschluss gegen den Waffenmissbrauch,3,Stadt Zürich,,,,92800,9177,45.6,91,9,,
9/26/1993,2,Kanton Zürich,Änderung des Gemeindegesetzes,2,Kanton Zürich,,,,243793,74922,45.9,76.5,23.5,,
9/26/1993,2,Kanton Zürich,Änderung des Gemeindegesetzes,3,Stadt Zürich,,,,68455,20937,44.4,76.6,23.4,,
9/26/1993,2,Kanton Zürich,Volksschulgesetz (Änderung),2,Kanton Zürich,,,,226089,116352,46.6,66,34,,
9/26/1993,2,Kanton Zürich,Volksschulgesetz (Änderung),3,Stadt Zürich,,,,63987,32943,45.1,66,34,,
9/26/1993,2,Kanton Zürich,Volksinitiative 'für ein Vermummungsverbot bei Demonstrationen',2,Kanton Zürich,,,,247695,100152,46.7,71.2,28.8,,
9/26/1993,2,Kanton Zürich,Volksinitiative 'für ein Vermummungsverbot bei Demonstrationen',3,Stadt Zürich,,,,69128,30899,45.6,69.1,30.9,,
9/26/1993,2,Kanton Zürich,Volksinitiative 'für massvollen Flugverkehr',2,Kanton Zürich,,,,112476,235531,46.8,32.3,67.7,,
9/26/1993,2,Kanton Zürich,Volksinitiative 'für massvollen Flugverkehr',3,Stadt Zürich,,,,39676,58979,45.5,40.2,59.8,,
9/26/1993,2,Kanton Zürich,Volksinitiative  'für ein fakultatitves Ausländerstimmrecht auf Gemeindeebene',2,Kanton Zürich,,,,89752,262575,47,25.5,74.5,,
9/26/1993,2,Kanton Zürich,Volksinitiative  'für ein fakultatitves Ausländerstimmrecht auf Gemeindeebene',3,Stadt Zürich,,,,29982,70991,45.7,29.7,70.3,,
9/26/1993,3,Stadt Zürich,"Bewilligung jährlich wiederkehrender Ausgaben von 1,55 Mio. Franken für den defintiven Betrieb des Jugendkulturhauses Dynamo",3,Stadt Zürich,,,,67514,31824,45.4,68,32,,
9/26/1993,3,Stadt Zürich,Vorschlag des Gemeinderates für konsumentenfreundlichere Ladenöffnungszeiten 'offen bis 20.00 Uhr',3,Stadt Zürich,,,,46386,54392,45.7,46,54,,
9/26/1993,3,Stadt Zürich,Änderung der Artikel 89 (Mitgliederzahlen der Kreisschulpflegen) und 91 (Wahl der Lehrkräfte für den Haushaltungsunterricht) der Gemeindeordnung,3,Stadt Zürich,,,,59886,18150,43.1,76.7,23.3,,
6/6/1993,1,Eidgenossenschaft,Eidgenössische Volksinitiative '40 Waffenplätze sind genug - Umweltschutz auch beim Militär' ,1,Eidgenossenschaft,,,4559258,1124893,1390812,55.6,44.7,55.3,7    ,16    
6/6/1993,1,Eidgenossenschaft,Eidgenössische Volksinitiative '40 Waffenplätze sind genug - Umweltschutz auch beim Militär' ,2,Kanton Zürich,,,,206649,240719,58.5,46.2,53.8,,
6/6/1993,1,Eidgenossenschaft,Eidgenössische Volksinitiative '40 Waffenplätze sind genug - Umweltschutz auch beim Militär' ,3,Stadt Zürich,,,,66296,53563,52.8,55.3,44.7,,
6/6/1993,1,Eidgenossenschaft,Eidgenössische Volksinitiative 'für eine Schweiz ohne neue Kampfflugzeuge',1,Eidgenossenschaft,,,4559258,1074661,1435744,55.6,42.8,57.2,4    ,19    
6/6/1993,1,Eidgenossenschaft,Eidgenössische Volksinitiative 'für eine Schweiz ohne neue Kampfflugzeuge',2,Kanton Zürich,,,,195704,250696,58.5,43.8,56.2,,
6/6/1993,1,Eidgenossenschaft,Eidgenössische Volksinitiative 'für eine Schweiz ohne neue Kampfflugzeuge',3,Stadt Zürich,,,,62800,56706,52.7,52.5,47.5,,
6/6/1993,2,Kanton Zürich,Gesetz über den Schutz von Personendaten (Datenschutzgesetz),2,Kanton Zürich,,,,293955,92692,54.4,76,24,,
6/6/1993,2,Kanton Zürich,Gesetz über den Schutz von Personendaten (Datenschutzgesetz),3,Stadt Zürich,,,,83279,21364,49.6,79.6,20.4,,
6/6/1993,2,Kanton Zürich,"Beschluss des Kantonsrates über die Bewilligung eines Objektkredites an den Neubau der Sonderabfallstelle Hagenholz der Stadt Zürich (23,5 Mio.)",2,Kanton Zürich,,,,301279,96739,55,75.7,24.3,,
6/6/1993,2,Kanton Zürich,"Beschluss des Kantonsrates über die Bewilligung eines Objektkredites an den Neubau der Sonderabfallstelle Hagenholz der Stadt Zürich (23,5 Mio.)",3,Stadt Zürich,,,,89329,20441,50.6,81.4,18.6,,
6/6/1993,2,Kanton Zürich,Gesetz über die Versicherungskasse für das Staatspersonal,2,Kanton Zürich,,,,269861,92391,53.8,74.5,25.5,,
6/6/1993,2,Kanton Zürich,Gesetz über die Versicherungskasse für das Staatspersonal,3,Stadt Zürich,,,,79513,18023,49.1,81.5,18.5,,
6/6/1993,2,Kanton Zürich,Behördeninitiative betreffend Ergänzung des Gesetzes über die Erhaltung von Wohnungen für Familien (WEG),2,Kanton Zürich,,,,165476,220984,54.6,42.8,57.2,,
6/6/1993,2,Kanton Zürich,Behördeninitiative betreffend Ergänzung des Gesetzes über die Erhaltung von Wohnungen für Familien (WEG),3,Stadt Zürich,,,,53151,52085,50.2,50.5,49.5,,
6/6/1993,3,Stadt Zürich,"Objektkredit von 23,5 Mio. Franken für den Neubau der Sonderabfall-Sammelstelle Hagenholz",3,Stadt Zürich,,,,90846,19879,50.5,82,18,,
6/6/1993,3,Stadt Zürich,Änderung der Gemeindeordnung  (Aufhebung der Sektionen des Stadtrates),3,Stadt Zürich,,,,80521,15460,49,83.9,16.1,,
3/7/1993,1,Eidgenossenschaft,Bundesgesetz über die Erhöhung des Treibstoffzolles vom 9. Oktober 1992,1,Eidgenossenschaft,,,4551501,1259373,1051067,51.3,54.5,45.5,,
3/7/1993,1,Eidgenossenschaft,Bundesgesetz über die Erhöhung des Treibstoffzolles vom 9. Oktober 1992,2,Kanton Zürich,,,,234552,145988,49.9,61.6,38.4,,
3/7/1993,1,Eidgenossenschaft,Bundesgesetz über die Erhöhung des Treibstoffzolles vom 9. Oktober 1992,3,Stadt Zürich,,,,71738,31663,45.5,69.4,30.6,,
3/7/1993,1,Eidgenossenschaft,Eidgenössische Volksinitiative 'zur Abschaffung der Tierversuche',1,Eidgenossenschaft,,,4551501,634758,1651333,51.2,27.8,72.2,0,23    
3/7/1993,1,Eidgenossenschaft,Eidgenössische Volksinitiative 'zur Abschaffung der Tierversuche',2,Kanton Zürich,,,,116463,259100,49.8,31,69,,
3/7/1993,1,Eidgenossenschaft,Eidgenössische Volksinitiative 'zur Abschaffung der Tierversuche',3,Stadt Zürich,,,,34948,66697,45.3,34.4,65.6,,
3/7/1993,1,Eidgenossenschaft,Bundesbeschluss über die Aufhebung des Spielbankenverbots,1,Eidgenossenschaft,,,4551501,1665247,633203,51.3,72.5,27.5,23    ,0
3/7/1993,1,Eidgenossenschaft,Bundesbeschluss über die Aufhebung des Spielbankenverbots,2,Kanton Zürich,,,,256751,120365,49.8,68.1,31.9,,
3/7/1993,1,Eidgenossenschaft,Bundesbeschluss über die Aufhebung des Spielbankenverbots,3,Stadt Zürich,,,,68321,33535,45.4,67.1,32.9,,
3/7/1993,2,Kanton Zürich,Gesetz über das Sozialversicherungsgericht,2,Kanton Zürich,,,,179998,143814,46.3,55.6,44.4,,
3/7/1993,2,Kanton Zürich,Gesetz über das Sozialversicherungsgericht,3,Stadt Zürich,,,,57000,32561,42.9,63.6,36.4,,
3/7/1993,2,Kanton Zürich,Volksinitiative betreffend Fondsbildung der Gemeinden zur Schaffung und erhaltung preisgünstigen Wohnraums (Wohnungsinitiative),2,Kanton Zürich,,,,158646,182446,47,46.5,53.5,,
3/7/1993,2,Kanton Zürich,Volksinitiative betreffend Fondsbildung der Gemeinden zur Schaffung und erhaltung preisgünstigen Wohnraums (Wohnungsinitiative),3,Stadt Zürich,,,,53195,40518,43.4,56.8,43.2,,
12/6/1992,1,Eidgenossenschaft,Bundesbeschluss über den Europäischen Wirtschaftsraum (EWR),1,Eidgenossenschaft,,,4546571,1762872,1786708,78.7,49.7,50.3,7    ,16    
12/6/1992,1,Eidgenossenschaft,Bundesbeschluss über den Europäischen Wirtschaftsraum (EWR),2,Kanton Zürich,,,,297503,316154,80.5,48.5,51.5,,
12/6/1992,1,Eidgenossenschaft,Bundesbeschluss über den Europäischen Wirtschaftsraum (EWR),3,Stadt Zürich,,,,88717,80682,74.6,52.4,47.6,,
12/6/1992,2,Kanton Zürich,Änderung des Verkehrsabgabengesetzes  (Teilweise Anpassung an die Teuerung),2,Kanton Zürich,,,,220861,355986,77.5,38.3,61.7,,
12/6/1992,2,Kanton Zürich,Änderung des Verkehrsabgabengesetzes  (Teilweise Anpassung an die Teuerung),3,Stadt Zürich,,,,75089,82878,71.7,47.5,52.5,,
12/6/1992,3,Stadt Zürich,Übernahme der Mütter- und Väterberatung (bisher Mütterberatung) in den Aufgabenbereich des Sozialamtes (Jugendamt),3,Stadt Zürich,,,,112611,38526,69.6,74.5,25.5,,
9/27/1992,1,Eidgenossenschaft,Bundesbeschluss über den Bau der schweizerischen Eisenbahn-Alpentransversale (Alpentransit-Beschluss),1,Eidgenossenschaft,,,4533617,1305914,747048,45.9,63.6,36.4,,
9/27/1992,1,Eidgenossenschaft,Bundesbeschluss über den Bau der schweizerischen Eisenbahn-Alpentransversale (Alpentransit-Beschluss),2,Kanton Zürich,,,,244203,146159,51.6,62.6,37.4,,
9/27/1992,1,Eidgenossenschaft,Bundesbeschluss über den Bau der schweizerischen Eisenbahn-Alpentransversale (Alpentransit-Beschluss),3,Stadt Zürich,,,,64529,40700,46.7,61.3,38.7,,
9/27/1992,1,Eidgenossenschaft,"Bundesgesetz über die Stempelabgaben, Aenderung vom 4. Oktober 1991",1,Eidgenossenschaft,,,4533617,1230579,771351,45.7,61.5,38.5,,
9/27/1992,1,Eidgenossenschaft,"Bundesgesetz über die Stempelabgaben, Aenderung vom 4. Oktober 1991",2,Kanton Zürich,,,,259245,117593,51.1,68.8,31.2,,
9/27/1992,1,Eidgenossenschaft,"Bundesgesetz über die Stempelabgaben, Aenderung vom 4. Oktober 1991",3,Stadt Zürich,,,,67396,33546,46.1,66.8,33.2,,
9/27/1992,1,Eidgenossenschaft,"Bundesgesetz über die Bezüge der Mitglieder der eidgenössischen Räte und über die Beiträge an die Fraktionen (Entschädigungsgesetz), Aenderung vom 4. Oktober 1991",1,Eidgenossenschaft,,,4533617,542768,1424954,45.6,27.6,72.4,,
9/27/1992,1,Eidgenossenschaft,"Bundesgesetz über die Bezüge der Mitglieder der eidgenössischen Räte und über die Beiträge an die Fraktionen (Entschädigungsgesetz), Aenderung vom 4. Oktober 1991",2,Kanton Zürich,,,,111114,255198,50.8,30.3,69.7,,
9/27/1992,1,Eidgenossenschaft,"Bundesgesetz über die Bezüge der Mitglieder der eidgenössischen Räte und über die Beiträge an die Fraktionen (Entschädigungsgesetz), Aenderung vom 4. Oktober 1991",3,Stadt Zürich,,,,35110,62457,46,36,64,,
9/27/1992,1,Eidgenossenschaft,"Bundesgesetz über den Geschäftsverkehr der Bundesversammlung sowie über die Form, die Bekanntmachung und das Inkrafttreten ihrer Erlasse (Geschäftsverkehrsgesetz), Aenderung vom 4. Oktober 1991",1,Eidgenossenschaft,,,4533617,1097185,794132,45.4,58,42,,
9/27/1992,1,Eidgenossenschaft,"Bundesgesetz über den Geschäftsverkehr der Bundesversammlung sowie über die Form, die Bekanntmachung und das Inkrafttreten ihrer Erlasse (Geschäftsverkehrsgesetz), Aenderung vom 4. Oktober 1991",2,Kanton Zürich,,,,209640,132364,50.2,61.3,38.7,,
9/27/1992,1,Eidgenossenschaft,"Bundesgesetz über den Geschäftsverkehr der Bundesversammlung sowie über die Form, die Bekanntmachung und das Inkrafttreten ihrer Erlasse (Geschäftsverkehrsgesetz), Aenderung vom 4. Oktober 1991",3,Stadt Zürich,,,,59820,31210,45.7,65.7,34.3,,
9/27/1992,1,Eidgenossenschaft,Bundesgesetz über die Beiträge an die Infrastrukturkosten der Fraktionen und der Mitglieder der eidgenössischen Räte (Infrastrukturgesetz),1,Eidgenossenschaft,,,4533617,590484,1339597,45.5,30.6,69.4,,
9/27/1992,1,Eidgenossenschaft,Bundesgesetz über die Beiträge an die Infrastrukturkosten der Fraktionen und der Mitglieder der eidgenössischen Räte (Infrastrukturgesetz),2,Kanton Zürich,,,,122575,233405,50.6,34.4,65.6,,
9/27/1992,1,Eidgenossenschaft,Bundesgesetz über die Beiträge an die Infrastrukturkosten der Fraktionen und der Mitglieder der eidgenössischen Räte (Infrastrukturgesetz),3,Stadt Zürich,,,,38047,56872,46,40.1,59.9,,
9/27/1992,1,Eidgenossenschaft,Bundesgesetz über das bäuerliche Bodenrecht (BGBB),1,Eidgenossenschaft,,,4533617,1058317,917091,45.7,53.6,46.4,,
9/27/1992,1,Eidgenossenschaft,Bundesgesetz über das bäuerliche Bodenrecht (BGBB),2,Kanton Zürich,,,,193330,176117,50.8,52.3,47.7,,
9/27/1992,1,Eidgenossenschaft,Bundesgesetz über das bäuerliche Bodenrecht (BGBB),3,Stadt Zürich,,,,61085,38001,45.9,61.6,38.4,,
9/27/1992,2,Kanton Zürich,Änderung des Wertpapiergesetzes,2,Kanton Zürich,,,,263271,73457,49.7,78.2,21.8,,
9/27/1992,2,Kanton Zürich,Änderung des Wertpapiergesetzes,3,Stadt Zürich,,,,73575,17337,45.1,80.9,19.1,,
9/27/1992,2,Kanton Zürich,Gesetzesänderung betreffend Staatsbeiträge an Pflegeabteilungen in Altersheimen,2,Kanton Zürich,,,,322058,43165,50.4,88.2,11.8,,
9/27/1992,2,Kanton Zürich,Gesetzesänderung betreffend Staatsbeiträge an Pflegeabteilungen in Altersheimen,3,Stadt Zürich,,,,90586,8664,45.7,91.3,8.7,,
9/27/1992,2,Kanton Zürich,Volksinitiative 'Steuerentlastungen für Mieterinnen und Mieter'  (Mietzinsabzug),2,Kanton Zürich,,,,188970,191963,51.1,49.6,50.4,,
